IDArkeoGIS;CARAC_NAME;CARAC_LVL1;CARAC_LVL2;CARAC_LVL3;CARAC_LVL4;IdArk;IdPactols;IdAat
489;Production;Pierre;Extraction;Outils;;https://ark.frantiq.fr/ark:/26678/pcrtxs8Kml8jLw;16050;http://vocab.getty.edu/page/aat/300024841
490;Production;Pierre;Extraction;Outils;Grès;http://ark.frantiq.fr/ark:/26678/pcrtR1s94Zuaul;14936;http://vocab.getty.edu/page/aat/300011376
491;Production;Pierre;Extraction;Outils;Calcaire;http://ark.frantiq.fr/ark:/26678/pcrtc1Ueky7Zpg;13704;http://vocab.getty.edu/page/aat/300011286
492;Production;Pierre;Extraction;Outils;Basalte;http://ark.frantiq.fr/ark:/26678/pcrtctuE9VNJOc;13541;http://vocab.getty.edu/page/aat/300011222
493;Production;Pierre;Extraction;Outils;Rhyolite;http://ark.frantiq.fr/ark:/26678/pcrtXVZBob53by;27632;http://vocab.getty.edu/page/aat/300011211
494;Production;Pierre;Extraction;Outils;Silex;http://ark.frantiq.fr/ark:/26678/pcrtIzSUofuocv;16943;http://vocab.getty.edu/page/aat/300011143
495;Production;Pierre;Extraction;Outils;Autres;;;
496;Production;Pierre;Non renseigné;;;;;
497;Production;Pierre;Non renseigné;Meule;;https://ark.frantiq.fr/ark:/26678/pcrt1Gqf0UzaZ3;15649;http://vocab.getty.edu/page/aat/300185256
498;Production;Pierre;Non renseigné;Meule;Grès;http://ark.frantiq.fr/ark:/26678/pcrtR1s94Zuaul;14936;http://vocab.getty.edu/page/aat/300011376
499;Production;Pierre;Non renseigné;Meule;Calcaire;http://ark.frantiq.fr/ark:/26678/pcrtc1Ueky7Zpg;13704;http://vocab.getty.edu/page/aat/300011286
500;Production;Pierre;Non renseigné;Meule;Basalte;http://ark.frantiq.fr/ark:/26678/pcrtctuE9VNJOc;13541;http://vocab.getty.edu/page/aat/300011222
501;Production;Pierre;Non renseigné;Meule;Rhyolite;http://ark.frantiq.fr/ark:/26678/pcrtXVZBob53by;27632;http://vocab.getty.edu/page/aat/300011211
502;Production;Pierre;Non renseigné;Meule;Silex;http://ark.frantiq.fr/ark:/26678/pcrtIzSUofuocv;16943;http://vocab.getty.edu/page/aat/300011143
503;Production;Pierre;Non renseigné;Meule;Autres;;;
