site_name,doi,source_url
Leang Buidane,https://doi.org/10.1016/B978-0-12-003109-2.50007-6,https://doi.org/10.1016/B978-0-12-003109-2.50007-6
Leang Codong,https://doi.org/10.1016/B978-0-12-003109-2.50007-6,https://doi.org/10.1016/B978-0-12-003109-2.50007-6
Leang Paja,https://doi.org/10.1016/B978-0-12-003109-2.50007-6,https://doi.org/10.1016/B978-0-12-003109-2.50007-6
Liang Abu,https://doi.org/10.1016/B978-0-12-003109-2.50007-6,https://doi.org/10.1016/B978-0-12-003109-2.50007-6
Liang Bua,https://doi.org/10.1016/B978-0-12-003109-2.50007-6,https://doi.org/10.1016/B978-0-12-003109-2.50007-6
Liang Bua Cave,https://doi.org/10.1016/B978-0-12-003109-2.50007-6,https://doi.org/10.1016/B978-0-12-003109-2.50007-6
Liang Gobel,https://doi.org/10.1016/B978-0-12-003109-2.50007-6,https://doi.org/10.1016/B978-0-12-003109-2.50007-6
Sangiran Early Human Site,https://doi.org/10.1016/B978-0-12-088467-4.50022-3,https://doi.org/10.1016/B978-0-12-088467-4.50022-3
Sangiran Early Man Site,https://doi.org/10.1016/B978-0-12-088467-4.50022-3,https://doi.org/10.1016/B978-0-12-088467-4.50022-3
Semedo Site,https://doi.org/10.1016/B978-0-12-088467-4.50022-3,https://doi.org/10.1016/B978-0-12-088467-4.50022-3
Semedo Sites,https://doi.org/10.1016/B978-0-12-088467-4.50022-3,https://doi.org/10.1016/B978-0-12-088467-4.50022-3
Gua Kain Hitam B,https://doi.org/10.1016/B978-0-12-624180-8.50016-0,https://doi.org/10.1016/B978-0-12-624180-8.50016-0
Gua Sireh,https://doi.org/10.1016/B978-0-12-624180-8.50016-0,https://doi.org/10.1016/B978-0-12-624180-8.50016-0
Liang Abu,https://doi.org/10.1016/B978-0-12-624180-8.50016-0,https://doi.org/10.1016/B978-0-12-624180-8.50016-0
Liang Abu Layer,https://doi.org/10.1016/B978-0-12-624180-8.50016-0,https://doi.org/10.1016/B978-0-12-624180-8.50016-0
Liang Abu Layers,https://doi.org/10.1016/B978-0-12-624180-8.50016-0,https://doi.org/10.1016/B978-0-12-624180-8.50016-0
Liang Abu Matched,https://doi.org/10.1016/B978-0-12-624180-8.50016-0,https://doi.org/10.1016/B978-0-12-624180-8.50016-0
Liang Abu Rockshelter,https://doi.org/10.1016/B978-0-12-624180-8.50016-0,https://doi.org/10.1016/B978-0-12-624180-8.50016-0
Liang Beloyot,https://doi.org/10.1016/B978-0-12-624180-8.50016-0,https://doi.org/10.1016/B978-0-12-624180-8.50016-0
Liang Jon,https://doi.org/10.1016/B978-0-12-624180-8.50016-0,https://doi.org/10.1016/B978-0-12-624180-8.50016-0
Liang Bua,https://doi.org/10.1016/B978-0-12-804124-6.00006-9,https://doi.org/10.1016/B978-0-12-804124-6.00006-9
Liang Bua Cave,https://doi.org/10.1016/B978-0-12-804124-6.00006-9,https://doi.org/10.1016/B978-0-12-804124-6.00006-9
Liang Island,https://doi.org/10.1016/B978-0-12-804124-6.00009-4,https://doi.org/10.1016/B978-0-12-804124-6.00009-4
Lene Hara Cave,https://doi.org/10.1016/B978-0-444-53643-3.00254-5,https://doi.org/10.1016/B978-0-444-53643-3.00254-5
Liang Bua,https://doi.org/10.1016/B978-0-444-53643-3.00254-5,https://doi.org/10.1016/B978-0-444-53643-3.00254-5
Gua Babi,https://doi.org/10.1016/J.ANTHRO.2023.103167,https://doi.org/10.1016/J.ANTHRO.2023.103167
Gua Braholo,https://doi.org/10.1016/J.ANTHRO.2023.103167,https://doi.org/10.1016/J.ANTHRO.2023.103167
Gua Lawa Sampung,https://doi.org/10.1016/J.ANTHRO.2023.103167,https://doi.org/10.1016/J.ANTHRO.2023.103167
Gua Niah,https://doi.org/10.1016/J.ANTHRO.2023.103167,https://doi.org/10.1016/J.ANTHRO.2023.103167
Gua Babi,https://doi.org/10.1016/J.YQRES.2014.04.009,https://doi.org/10.1016/J.YQRES.2014.04.009
Gua Braholo,https://doi.org/10.1016/J.YQRES.2014.04.009,https://doi.org/10.1016/J.YQRES.2014.04.009
Gua Lawa Sampung,https://doi.org/10.1016/J.YQRES.2014.04.009,https://doi.org/10.1016/J.YQRES.2014.04.009
Gua Niah,https://doi.org/10.1016/J.YQRES.2014.04.009,https://doi.org/10.1016/J.YQRES.2014.04.009
Gua Harimau,https://doi.org/10.1016/S0012,https://doi.org/10.1016/S0012
Gua Jalamolo,https://doi.org/10.1016/S0012,https://doi.org/10.1016/S0012
Gua Nempong,https://doi.org/10.1016/S0012,https://doi.org/10.1016/S0012
Gua Paniki,https://doi.org/10.1016/S0012,https://doi.org/10.1016/S0012
Gua Siti Na,https://doi.org/10.1016/S0012,https://doi.org/10.1016/S0012
Gua Siti Nafisah,https://doi.org/10.1016/S0012,https://doi.org/10.1016/S0012
Gua Siti Nafisah A,https://doi.org/10.1016/S0012,https://doi.org/10.1016/S0012
Gua Siti Nafisah Cave,https://doi.org/10.1016/S0012,https://doi.org/10.1016/S0012
Gua Siti Nafisah F5,https://doi.org/10.1016/S0012,https://doi.org/10.1016/S0012
Gua Siti Nafisah Square F5 Layer A1,https://doi.org/10.1016/S0012,https://doi.org/10.1016/S0012
Gua Siti Natisaf,https://doi.org/10.1016/S0012,https://doi.org/10.1016/S0012
Gua Woye Papaya,https://doi.org/10.1016/S0012,https://doi.org/10.1016/S0012
Leang Buidane,https://doi.org/10.1016/S0012,https://doi.org/10.1016/S0012
Leang Codong,https://doi.org/10.1016/S0012,https://doi.org/10.1016/S0012
Leang Sarru,https://doi.org/10.1016/S0012,https://doi.org/10.1016/S0012
Leang Sarru Rockshelter,https://doi.org/10.1016/S0012,https://doi.org/10.1016/S0012
Leang Tuwo Mane,https://doi.org/10.1016/S0012,https://doi.org/10.1016/S0012
Liang Bua,https://doi.org/10.1016/S0012,https://doi.org/10.1016/S0012
Liang Lemdubu,https://doi.org/10.1016/S0012,https://doi.org/10.1016/S0012
Liang Lemdubu N,https://doi.org/10.1016/S0012,https://doi.org/10.1016/S0012
Liang Momer E,https://doi.org/10.1016/S0012,https://doi.org/10.1016/S0012
Liang Momer E N,https://doi.org/10.1016/S0012,https://doi.org/10.1016/S0012
Liang Toge,https://doi.org/10.1016/S0012,https://doi.org/10.1016/S0012
Liang Toge N,https://doi.org/10.1016/S0012,https://doi.org/10.1016/S0012
Gua Babi,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Babi Kalimantan Radiocarbon,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Braholo Java Radiocarbon,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Delubang Madura Radiocarbon,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Fatiba Sanana,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Gede,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Harimau,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Harimau Sumatra Radiocarbon,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Kidang,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Kidang Java Radiocarbon,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Kria,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Lawa Java Radiocarbon,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Macan Java Radiocarbon,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Manaf Sanana,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Pandan Sumatra Radiocarbon,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Pasaung,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Pawon,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Pawon Java Radiocarbon,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Payung,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Payung Kalimantan Radiocarbon,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Perahu Java Radiocarbon,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Peturon Java Radiocarbon,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Sambangoala,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Tabuhan Java U-Series,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Toe,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Togi Ndrawa Nias Radiocarbon,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Toroan,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Gua Toroan Madura Radiocarbon,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Leang Arandangana Kabaruan,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Leang Balangingi Karakelong,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Leang Barugayya,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Leang Buida Kabaruan,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Leang Buidane Salebabu,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Leang Bulu Bettue Sulawesi U-Series,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Leang Bulu Sipong,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Leang Burung,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Leang Cave,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Leang Sakapao,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Leang Sarru,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Leang Sarru Salebabu,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Leang Tahuna Merampit,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Liang Bua,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Liang Bua Flores Radiocarbon OxA-X,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Liang Fanga,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Liang Kilbidi Seram Radiocarbon D-AMS,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Liang Lemdubu,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Liang Lemdubu Kobroor,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Liang Nabulei Lisa,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Liang Nabulei Lisa Kobroor,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Liang Toge,https://doi.org/10.1016/S0016,https://doi.org/10.1016/S0016
Liang Bua,https://doi.org/10.1016/S0016-7037(99)00208-2,https://doi.org/10.1016/S0016-7037(99)00208-2
Liang Bua Cave,https://doi.org/10.1016/S0016-7037(99)00208-2,https://doi.org/10.1016/S0016-7037(99)00208-2
Leang Sarru,https://doi.org/10.1016/S0016-7878(06)80034-9,https://doi.org/10.1016/S0016-7878(06)80034-9
Leang Sarru Rockshelter,https://doi.org/10.1016/S0016-7878(06)80034-9,https://doi.org/10.1016/S0016-7878(06)80034-9
Gua Harimau,https://doi.org/10.1016/S0020-7519(99,https://doi.org/10.1016/S0020-7519(99
Gua Jalamolo,https://doi.org/10.1016/S0020-7519(99,https://doi.org/10.1016/S0020-7519(99
Gua Nempong,https://doi.org/10.1016/S0020-7519(99,https://doi.org/10.1016/S0020-7519(99
Gua Paniki,https://doi.org/10.1016/S0020-7519(99,https://doi.org/10.1016/S0020-7519(99
Gua Siti Na,https://doi.org/10.1016/S0020-7519(99,https://doi.org/10.1016/S0020-7519(99
Gua Siti Nafisah,https://doi.org/10.1016/S0020-7519(99,https://doi.org/10.1016/S0020-7519(99
Gua Siti Nafisah A,https://doi.org/10.1016/S0020-7519(99,https://doi.org/10.1016/S0020-7519(99
Gua Siti Nafisah Cave,https://doi.org/10.1016/S0020-7519(99,https://doi.org/10.1016/S0020-7519(99
Gua Siti Nafisah F5,https://doi.org/10.1016/S0020-7519(99,https://doi.org/10.1016/S0020-7519(99
Gua Siti Nafisah Square F5 Layer A1,https://doi.org/10.1016/S0020-7519(99,https://doi.org/10.1016/S0020-7519(99
Gua Siti Natisaf,https://doi.org/10.1016/S0020-7519(99,https://doi.org/10.1016/S0020-7519(99
Gua Woye Papaya,https://doi.org/10.1016/S0020-7519(99,https://doi.org/10.1016/S0020-7519(99
Leang Buidane,https://doi.org/10.1016/S0020-7519(99,https://doi.org/10.1016/S0020-7519(99
Leang Codong,https://doi.org/10.1016/S0020-7519(99,https://doi.org/10.1016/S0020-7519(99
Leang Sarru,https://doi.org/10.1016/S0020-7519(99,https://doi.org/10.1016/S0020-7519(99
Leang Sarru Rockshelter,https://doi.org/10.1016/S0020-7519(99,https://doi.org/10.1016/S0020-7519(99
Leang Tuwo Mane,https://doi.org/10.1016/S0020-7519(99,https://doi.org/10.1016/S0020-7519(99
Liang Bua,https://doi.org/10.1016/S0020-7519(99,https://doi.org/10.1016/S0020-7519(99
Liang Lemdubu,https://doi.org/10.1016/S0020-7519(99,https://doi.org/10.1016/S0020-7519(99
Liang Lemdubu N,https://doi.org/10.1016/S0020-7519(99,https://doi.org/10.1016/S0020-7519(99
Liang Momer E,https://doi.org/10.1016/S0020-7519(99,https://doi.org/10.1016/S0020-7519(99
Liang Momer E N,https://doi.org/10.1016/S0020-7519(99,https://doi.org/10.1016/S0020-7519(99
Liang Toge,https://doi.org/10.1016/S0020-7519(99,https://doi.org/10.1016/S0020-7519(99
Liang Toge N,https://doi.org/10.1016/S0020-7519(99,https://doi.org/10.1016/S0020-7519(99
Lene Hara Cave,https://doi.org/10.1016/S0031,https://doi.org/10.1016/S0031
Liang Bua,https://doi.org/10.1016/S0031,https://doi.org/10.1016/S0031
Ceruk Ida Malangi,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Ceruk La Nsafora,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Ceruk La Podo,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Ceruk Lakan Taghu,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Ceruk Lakan Taghu Ceruk La Podo Gua,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Ceruk Lakan Taghu Ceruk Lakan Taghu,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Ceruk Lasabo,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Ceruk Lasabo A,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Ceruk Lasabo B,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Ceruk Sugi Patani,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Ceruk Tangga Ara,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Anawai,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Andomo,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Andomo Tooth Diameter,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Batti,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Bulu Sipong,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Harimau,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Jing Maros,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Kabori,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Kabori Gua Kabori,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua La Kolumbu,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Lakan Taghu,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Lampetia,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Lampetia AD,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Mardua,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Mentanduno,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Metanduno,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Metanduno Gua Metanduno,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Pasaung,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Pominsa,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Pominsa In,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Pondoa,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Prasejarah,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Sambangoala,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Sambangoala Gua Sambangoala,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Sireh,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Sireh CAMS-725 ANU,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Sugi Patani,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Sumpangbita,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Talimbue,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Tengkorak,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Toko Gua Wa Bose Lasobo Gua,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Uhallie,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Gua Wa Bose,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Arandangana,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Balisao,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Barugayya Maros,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Batu T,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Batu Tunpa,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Buida,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Buida Leang Buida,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Buida One,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Buidane,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Bulu Bettue,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Burung,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Cakondo,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Jarie Maros,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Jing,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Karassak,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Karassaq,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Leang,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Mande,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Paja,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Paja TaengSomba Opu Figure,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Sampeang Maros,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Sarru,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Sarru Rockshelter,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Timpalo,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Timpuseng,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Timpuseng Maros,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Tuwo Mane,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Ululeba,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Leang Warra,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Lene Hara Cave,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Liang Arandangana,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Liang Bua,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Liang Datu,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Liang Kabori,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Liang Kaung,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Liang Lemdubu,https://doi.org/10.1016/S0031-0182(01)00243-7,https://doi.org/10.1016/S0031-0182(01)00243-7
Ceruk Ida Malangi,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Ceruk La Nsafora,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Ceruk La Podo,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Ceruk Lakan Taghu,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Ceruk Lakan Taghu Ceruk La Podo Gua,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Ceruk Lakan Taghu Ceruk Lakan Taghu,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Ceruk Lasabo,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Ceruk Lasabo A,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Ceruk Lasabo B,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Ceruk Sugi Patani,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Ceruk Tangga Ara,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Gua Anawai,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Gua Andomo,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Gua Andomo Tooth Diameter,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Gua Batti,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Gua Bulu Sipong,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Gua Harimau,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Gua Jing Maros,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Gua Kabori,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Gua Kabori Gua Kabori,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Gua La Kolumbu,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Gua Lakan Taghu,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Gua Lampetia,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Gua Lampetia AD,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Gua Mardua,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Gua Mentanduno,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Gua Metanduno,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Gua Metanduno Gua Metanduno,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Gua Pasaung,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
Gua Pominsa,https://doi.org/10.1016/S0031-0182(01)00244-9,https://doi.org/10.1016/S0031-0182(01)00244-9
